X,Y,ID,PARTS,NOM,CODE,CLASSIF,SOUS_PREF,DEPART,REGION,icon_url
-3.97475508753293,5.27856508827462,"7211","1",ABIDJAN,"5","1",ABIDJAN,ABIDJAN,LAGUNES,./0.png
-5.26581584671815,6.83271563382465,"8116","1",YAMOUSSOUKRO,"8","1",YAMOUSSOUKRO,YAMOUSSOUKRO,LACS,./1.png
