X,Y,osm_id,code,fclass,name,Diff,icon_url
-5.0593422,7.6684795,"5559352221","3103",christian_evangelical,Mission Internationale d'Évangélisation,Eglise,./0.png
-5.0572635,7.6666487,"5559352222","3103",christian_evangelical,Mission de Délivrance La Nouvelle Alliance,Eglise,./0.png
-5.0564629,7.6666606,"5559352223","3103",christian_evangelical,Église Protestante,Eglise,./0.png
-5.0566144,7.6651527,"5559352224","3103",christian_evangelical,Église du Christianisme Céleste,Eglise,./0.png
-5.0585188,7.6663902,"5559352226","3103",christian_evangelical,Église du Christianisme Céleste,Eglise,./0.png
-5.0591438,7.6666945,"5559352227","3103",christian_evangelical,,Eglise,./0.png
-5.0605962,7.6644217,"5559352228","3103",christian_evangelical,Église Protestante Évangélique CMA,Eglise,./0.png
-5.0627312,7.6617794,"5559352229","3103",christian_evangelical,Mission Évangélique Rue de Vie,Eglise,./0.png
-5.060505,7.667072,"5559352231","3103",christian_evangelical,Mission Internationale pour le Réveil et l'Évangélisation,Eglise,./0.png
-5.0623383,7.6673604,"5559352232","3103",christian_evangelical,Centre d'Action Prophétique et Missionnaire de Bet-Eden Israël de Côte d'Ivoire,Eglise,./0.png
-5.0642091,7.6669018,"5559352233","3103",christian_evangelical,Mission Unie des Élus de Dieu,Eglise,./0.png
-5.0685905,7.6662479,"5559352235","3103",christian_evangelical,Église Évangélique de Réveil International de Côte d'Ivoire,Eglise,./0.png
-5.0702602,7.6663596,"5559352237","3103",christian_evangelical,Ministère Évangélique du Bâtisseur et de la Restauration des Âmes,Eglise,./0.png
-5.0501221,7.6742252,"5559355833","3103",christian_evangelical,Foursquare,Eglise,./0.png
-5.0467841,7.6699801,"5559355841","3103",christian_evangelical,Église de Dieu,Eglise,./0.png
-5.0496085,7.6701914,"5559355843","3103",christian_evangelical,Église Protestante Évangélique,Eglise,./0.png
-5.0512379,7.6709397,"5559355844","3103",christian_evangelical,Église Protestante Évangélique,Eglise,./0.png
-5.0499599,7.6757533,"5559355849","3103",christian_evangelical,Mission Évangélique de la Restauration des Âmes de Côte d'Ivoire,Eglise,./0.png
-5.0521945,7.6752988,"5559355851","3103",christian_evangelical,Mission d'Évangélisation et d'Édification Chrétienne,Eglise,./0.png
-5.0523524,7.6741714,"5559355852","3103",christian_evangelical,Mission Évangélique Peniel Internationale,Eglise,./0.png
-5.0542514,7.6740152,"5559355854","3103",christian_evangelical,,Eglise,./0.png
-5.0199004,7.7342029,"5559392664","3300",muslim,,Mosquee,./1.png
-5.0240464,7.7339059,"5559392667","3300",muslim,,Mosquee,./1.png
-5.024041,7.7354614,"5559392670","3300",muslim,,Mosquee,./1.png
-5.022363,7.7324623,"5559462248","3300",muslim,Mosquée Rahaman De Kottiakoffikro Carrier Près Du Pont Pablo,Mosquee,./1.png
-5.02698,7.7323691,"5559585102","3300",muslim,,Mosquee,./1.png
-5.0362954,7.7437869,"5559669040","3300",muslim,Mosquée Ousmane Afan Fofana Aboubakar,Mosquee,./1.png
-5.0385913,7.740781,"5559669044","3300",muslim,,Mosquee,./1.png
-5.0337312,7.7357019,"5559854288","3300",muslim,,Mosquee,./1.png
-5.0045326,7.7358747,"5561866241","3300",muslim,,Mosquee,./1.png
-5.0019617,7.7367132,"5561866244","3300",muslim,,Mosquee,./1.png
-5.0009063,7.7370494,"5561866245","3103",christian_evangelical,Église Évangélique Jésus Délivre,Eglise,./0.png
-4.9993157,7.7286813,"5561866250","3100",christian,,Eglise,./0.png
-4.9962473,7.7297704,"5561921026","3300",muslim,Mosquée Abdallah,Mosquee,./1.png
-4.9928838,7.7284248,"5561993386","3103",christian_evangelical,Mission Internationale pour la Réforme de l'Église,Eglise,./0.png
-4.9932486,7.728866,"5561993387","3100",christian,Église Pentecôte de la Charité Internationale,Eglise,./0.png
-4.9951905,7.724959,"5561993397","3100",christian,Paroisse Cité des Élus de Belleville 2,Eglise,./0.png
-4.9890107,7.714742,"5561993410","3300",muslim,,Mosquee,./1.png
-4.9898315,7.7138011,"5561993412","3300",muslim,Mosquée Gafour,Mosquee,./1.png
-5.0367044,7.6660765,"5562030608","3300",muslim,,Mosquee,./1.png
-5.0448922,7.6685068,"5562030612","3103",christian_evangelical,Christianisme Céleste,Eglise,./0.png
-5.0453156,7.6679678,"5562030614","3103",christian_evangelical,Mission Évangélique Carmel,Eglise,./0.png
-5.0476847,7.6673245,"5562030615","3300",muslim,Mosquée Fadiga Karamoko,Mosquee,./1.png
-5.049013,7.6672714,"5562031034","3103",christian_evangelical,Assemblée de Dieu,Eglise,./0.png
-5.0438002,7.6653475,"5562031038","3103",christian_evangelical,Mission Évangélique Salut des Âmes,Eglise,./0.png
-5.0444359,7.6632574,"5562031041","3300",muslim,,Mosquee,./1.png
-5.0380549,7.6696491,"5562031328","3300",muslim,,Mosquee,./1.png
-5.0436432,7.6689992,"5562031334","3103",christian_evangelical,Mission Internationale Apostolique Sion,Eglise,./0.png
-5.0431297,7.6683865,"5562031335","3103",christian_evangelical,Église Protestante Évangélique,Eglise,./0.png
-5.0484012,7.6678768,"5562031341","3103",christian_evangelical,Mission Évangélique Temple du Succès,Eglise,./0.png
-5.0444714,7.6642543,"5562031364","3103",christian_evangelical,Église Évangélique Protestante CMA,Eglise,./0.png
-5.0517717,7.6685579,"5562218187","3103",christian_evangelical,Église Protestante Évangélique CMA de Broukro,Eglise,./0.png
-5.0497963,7.6693089,"5562250407","3103",christian_evangelical,Mission le Tabernacle des Nations,Eglise,./0.png
-5.041464,7.6695328,"5562265878","3100",christian,Église Protestante Baptiste Oeuvres et Missions Internationales,Eglise,./0.png
-5.0350213,7.6750971,"5562338408","3300",muslim,La Grande Mosquée du Commerce,Mosquee,./1.png
-4.9981409,7.6794392,"5563127718","3102",christian_catholic,Église Catholique Saint-Antoine de Padoue,Eglise,./0.png
-4.9990878,7.6824934,"5563127719","3300",muslim,Mosquée Firdaous,Mosquee,./1.png
-4.9933639,7.6779945,"5563127720","3103",christian_evangelical,Synagogue de l'Église des Nations,Eglise,./0.png
-4.9994177,7.6783108,"5563128821","3300",muslim,,Mosquee,./1.png
-5.0059462,7.6772369,"5563128822","3300",muslim,,Mosquee,./1.png
-5.0071156,7.6806846,"5563128824","3300",muslim,,Mosquee,./1.png
-5.0626199,7.7251417,"5564019074","3300",muslim,Mosquée de Gnakounkro,Mosquee,./1.png
-5.0621646,7.7253537,"5564019075","3103",christian_evangelical,Église la Foi Chrétienne,Eglise,./0.png
-5.0632663,7.7268633,"5564019076","3103",christian_evangelical,Église des Assemblées de Dieu Gonfreville,Eglise,./0.png
-5.0678368,7.7252228,"5564019077","3102",christian_catholic,Église Déhima de Bouaké,Eglise,./0.png
-5.0653638,7.7234992,"5564019078","3103",christian_evangelical,Église Protestante Évangélique de l’Alliance Chrétienne et Missionnaire,Eglise,./0.png
-5.0632884,7.7211961,"5564019079","3103",christian_evangelical,Centre Évangélique Siloe Pour Toutes les Nations,Eglise,./0.png
-5.0429016,7.7461669,"5564033650","3300",muslim,,Mosquee,./1.png
-5.038075,7.7451158,"5564033672","3300",muslim,,Mosquee,./1.png
-5.09417,7.7530916,"5564038660","3103",christian_evangelical,Christian Missionary Alliance Takikro,Eglise,./0.png
-5.0092077,7.6809969,"5564047370","3100",christian,Jésus la Solution,Eglise,./0.png
-5.0103986,7.6855981,"5564047380","3103",christian_evangelical,Vase d'Honneur,Eglise,./0.png
-5.0094518,7.687282,"5564047381","3103",christian_evangelical,Ambassade des Miracles de Bouaké,Eglise,./0.png
-5.063678,7.7275876,"5564110465","3103",christian_evangelical,,Eglise,./0.png
-4.9860334,7.7173415,"5564374566","3300",muslim,,Mosquee,./1.png
-4.986535,7.7193163,"5564374567","3300",muslim,Mosquée Abass,Mosquee,./1.png
-4.9822274,7.7150875,"5564374572","3300",muslim,,Mosquee,./1.png
-4.9751222,7.7063668,"5564374577","3102",christian_catholic,Monastère Bénédictin Sainte-Marie,Eglise,./0.png
-4.9716461,7.6989244,"5564374578","3102",christian_catholic,Centre Diocésain Saint-Joseph,Eglise,./0.png
-4.9833941,7.7011226,"5564374584","3300",muslim,,Mosquee,./1.png
-4.9827397,7.6982492,"5564374585","3102",christian_catholic,Monastère La Bonne Nouvelle des Bénédictines,Eglise,./0.png
-4.9851215,7.6992035,"5564374586","3300",muslim,Mosquée Alassane Boun Ali,Mosquee,./1.png
-4.9859208,7.6975369,"5564374590","3103",christian_evangelical,Église Protestante Évangélique CMA Bambara,Eglise,./0.png
-5.0806135,7.7454161,"5564412203","3102",christian_catholic,,Eglise,./0.png
-4.9984225,7.6880874,"5564470936","3103",christian_evangelical,Église Méthodiste Philadelphie Kennedy,Eglise,./0.png
-5.0448529,7.7428115,"5564472612","3300",muslim,,Mosquee,./1.png
-5.0469491,7.7420912,"5564472618","3300",muslim,,Mosquee,./1.png
-5.0678583,7.72537,"5564473107","3100",christian,,Eglise,./0.png
-5.0535483,7.7374867,"5564473108","3300",muslim,,Mosquee,./1.png
-4.9867751,7.7268507,"5565403594","3300",muslim,,Mosquee,./1.png
-4.9876441,7.7265976,"5565403596","3300",muslim,,Mosquee,./1.png
-4.9903142,7.724664,"5565403598","3300",muslim,,Mosquee,./1.png
-4.993087,7.7209595,"5565403602","3300",muslim,,Mosquee,./1.png
-4.9975549,7.7043952,"5566413825","3301",muslim_sunni,,Mosquee,./1.png
-4.9894345,7.7027865,"5566413831","3300",muslim,Mosquée Dafing,Mosquee,./1.png
-4.991681,7.7016536,"5566413837","3301",muslim_sunni,Mosquée Al Latifou,Mosquee,./1.png
-4.9900353,7.7006481,"5566413839","3103",christian_evangelical,Église Mission La Main de Dieu,Eglise,./0.png
-4.9918009,7.7003881,"5566413840","3102",christian_catholic,Église Catholique d'Olienou,Eglise,./0.png
-4.9910519,7.6993543,"5566413841","3100",christian,Église Protestante Baptiste Œuvre et Mission Internationale d'Olienou,Eglise,./0.png
-4.9851572,7.7231639,"5566568341","3301",muslim_sunni,Mosquée Doukouré,Mosquee,./1.png
-4.9964324,7.7131526,"5566568342","3103",christian_evangelical,Église Évangélique des Assemblées de Dieu Belleville 2,Eglise,./0.png
-4.9910143,7.7134798,"5566579232","3301",muslim_sunni,,Mosquee,./1.png
-4.9831038,7.7395664,"5566618461","3103",christian_evangelical,Église Évangélique CMA de Kanankro,Eglise,./0.png
-4.9844734,7.7380428,"5566618462","3103",christian_evangelical,Église des Assemblées de Dieu de Kanankro,Eglise,./0.png
-5.0224381,7.6809703,"5568547886","3103",christian_evangelical,Église de Réveil du Plein Évangile,Eglise,./0.png
-5.0224055,7.6806912,"5568547887","3103",christian_evangelical,Mission Évangélique de la Nouvelle Alliance,Eglise,./0.png
-5.0791222,7.6743156,"5568589711","3100",christian,Mission Protestante Baptiste,Eglise,./0.png
-5.0834003,7.6801437,"5568589712","3100",christian,Église Évangélique Baptiste Missionnaire La Grâce d'Adje-Yaokro,Eglise,./0.png
-5.0241396,7.6750692,"5568605446","3300",muslim,Mosquée Bilal,Mosquee,./1.png
-5.0229286,7.6738012,"5568605447","3103",christian_evangelical,Mission Internationale Des Églises Béthanie,Eglise,./0.png
-5.0237044,7.6719485,"5568605450","3103",christian_evangelical,Les Ministères Christ Espoir des Nations,Eglise,./0.png
-5.0563878,7.690396,"5568617478","3300",muslim,Mosquée du Municipal,Mosquee,./1.png
-5.061315,7.6928813,"5568617480","3102",christian_catholic,Communauté Catholique Mère du Divin Amour,Eglise,./0.png
-5.0896566,7.6833892,"5568617502","3103",christian_evangelical,Église Assemblée de Dieu de Tchelekro,Eglise,./0.png
-5.0881237,7.6823712,"5568617513","3103",christian_evangelical,Église CMA de Tchelekro,Eglise,./0.png
-5.0734949,7.6618964,"5568618799","3103",christian_evangelical,Kokangba,Eglise,./0.png
-5.0164685,7.6696611,"5568640822","3103",christian_evangelical,Mission Internationale d'Evangelisation,Eglise,./0.png
-5.0158636,7.6681579,"5568640824","3300",muslim,,Mosquee,./1.png
-5.0162432,7.6677206,"5568640825","3103",christian_evangelical,Temple de la Vie,Eglise,./0.png
-5.0166696,7.6677046,"5568640826","3103",christian_evangelical,Mission Internationale d'Evangelisation pour la Réconciliation et la Délivrance des âmes,Eglise,./0.png
-5.0170183,7.6672567,"5568640827","3103",christian_evangelical,Mission Évangélique Source de Bénédiction,Eglise,./0.png
-5.014565,7.6653401,"5568640828","3103",christian_evangelical,Union Missionnaire de la Nouvelle Alliance de Côte d'Ivoire,Eglise,./0.png
-5.0194538,7.6664819,"5568640829","3103",christian_evangelical,Mission Assemblée Glorieuse du Saint-Esprit,Eglise,./0.png
-5.0225705,7.667274,"5568640832","3103",christian_evangelical,Mission Évangélique la Cité du Dieu Vivant,Eglise,./0.png
-5.0224444,7.6706646,"5568649435","3103",christian_evangelical,Ministère Internationale de Délivrance et d'Evangélisation pour la Victoire,Eglise,./0.png
-5.0233926,7.6705968,"5568649436","3103",christian_evangelical,Mission d'Evangélisation et de Délivrance des Âmes,Eglise,./0.png
-5.0241047,7.6709131,"5568649437","3103",christian_evangelical,Salle des Témoins de Jéhovah,Eglise,./0.png
-5.0247806,7.6633637,"5568698933","3103",christian_evangelical,Centre de Réveil et d'Impact,Eglise,./0.png
-5.0249905,7.6646669,"5568698935","3300",muslim,Mosquée Ousamaï Bin Zeid,Mosquee,./1.png
-5.0219294,7.6642702,"5568698936","3103",christian_evangelical,Mission Internationale d'Évangélisation et de Délivrance des Âmes,Eglise,./0.png
-5.01812,7.6652843,"5568698944","3103",christian_evangelical,Mission d'évangélisation et de Restauration Rocher des Vainqueurs,Eglise,./0.png
-5.0171109,7.6653388,"5568698945","3103",christian_evangelical,Communauté Missionnaire Chrétienne Internationale,Eglise,./0.png
-5.0155377,7.6653973,"5568698947","3103",christian_evangelical,Mission Évangélico de Bouaké,Eglise,./0.png
-5.0172704,7.6644935,"5568698948","3103",christian_evangelical,Mission Internationale Résurrection des Âmes,Eglise,./0.png
-5.0186008,7.6641134,"5568698949","3100",christian,Temple de Prière de l'Église Dieu à Bouaké,Eglise,./0.png
-5.0209478,7.6656432,"5568698950","3103",christian_evangelical,Mission Évangélique de Puissance pour la Révélation du Christ aux Nations,Eglise,./0.png
-5.0169325,7.662743,"5568698952","3103",christian_evangelical,Centre Évangélique Grâce et Merveilles,Eglise,./0.png
-5.0141484,7.6664446,"5568698955","3100",christian,Église Évangélique de Pentecôte,Eglise,./0.png
-5.0131492,7.6677312,"5568698957","3103",christian_evangelical,Centre Évangélique Missionnaire International Pour Christ,Eglise,./0.png
-5.0129709,7.6692039,"5568698971","3103",christian_evangelical,Église du Réveil Charismatique des Élus de Dieu,Eglise,./0.png
-5.0119127,7.6689407,"5568698972","3103",christian_evangelical,Mission pour la Restauration des Nations,Eglise,./0.png
-5.009883,7.6706526,"5568698974","3103",christian_evangelical,Mission Internationale d'Évangélisation et de Restauration des Âmes,Eglise,./0.png
-5.0136615,7.6714368,"5568698977","3102",christian_catholic,Église Saint-Martin,Eglise,./0.png
-5.0374232,7.6726582,"5568699247","3300",muslim,,Mosquee,./1.png
-5.0334241,7.6666081,"5568720261","3300",muslim,,Mosquee,./1.png
-5.0336011,7.663401,"5568720263","3103",christian_evangelical,Christianisme Céleste,Eglise,./0.png
-5.0229192,7.687181,"5568729208","3103",christian_evangelical,Centre International d'Évangélisation Mission Intérieure Africaine,Eglise,./0.png
-5.0524932,7.6607347,"5568733133","3103",christian_evangelical,Église Évangélique CMA,Eglise,./0.png
-5.0756112,7.6682735,"5568733137","3102",christian_catholic,,Eglise,./0.png
-5.0764319,7.6685101,"5568733138","3300",muslim,,Mosquee,./1.png
-5.0807369,7.6753257,"5568733141","3103",christian_evangelical,Tabernacle du Saint-Esprit,Eglise,./0.png
-5.0831831,7.6786092,"5568733144","3300",muslim,,Mosquee,./1.png
-5.0281951,7.6619908,"5568733339","3103",christian_evangelical,Paroisse Saint-Jean-Baptiste,Eglise,./0.png
-5.0213433,7.6861117,"5568761835","3103",christian_evangelical,Église de Pentecôte Internationale de Côte d'Ivoire,Eglise,./0.png
-5.0253265,7.6689912,"5568830755","3102",christian_catholic,Paroisse Saint Pierre de Nimbo,Eglise,./0.png
-5.0265308,7.6696584,"5568830756","3103",christian_evangelical,Life Faith Ministry,Eglise,./0.png
-5.0272577,7.6700133,"5568830757","3103",christian_evangelical,Ministère de la Vie de Prière,Eglise,./0.png
-5.026909,7.6706154,"5568830758","3103",christian_evangelical,Église Évangélique de Réveil International-C.I. Vie Abondante Nimbo,Eglise,./0.png
-5.0259662,7.6705489,"5568830759","3103",christian_evangelical,Mission Christ pour la Rédemption,Eglise,./0.png
-5.026276,7.6715179,"5568830761","3103",christian_evangelical,Église Bonne Nouvelle de la Grâce,Eglise,./0.png
-5.0263457,7.6723286,"5568830762","3103",christian_evangelical,Ministère de la Prière Vivante,Eglise,./0.png
-5.0261821,7.673267,"5568830763","3103",christian_evangelical,Église Protestante Méthodiste,Eglise,./0.png
-5.0250542,7.6764661,"5568830766","3103",christian_evangelical,Église Évangélique Foursquare,Eglise,./0.png
-5.0255471,7.6796067,"5568830767","3103",christian_evangelical,Église Chrétienne Rachetée de Dieu,Eglise,./0.png
-5.0137138,7.6777447,"5568831237","3103",christian_evangelical,Église protestante évangélique CMA,Eglise,./0.png
-5.014468,7.6724038,"5568831241","3103",christian_evangelical,Église Alliance Biblique Missionnaire de Dieu,Eglise,./0.png
-5.0166713,7.672711,"5568831250","3100",christian,Église protestante Baptiste oeuvre et mission,Eglise,./0.png
-5.0167541,7.6736909,"5568945129","3100",christian,Centre Baha'i,Eglise,./0.png
-5.0213239,7.6730656,"5568945133","3300",muslim,,Mosquee,./1.png
-5.0211167,7.6749283,"5568945135","3103",christian_evangelical,Église Assemblées de Dieu de Air France,Eglise,./0.png
-5.0203134,7.6763916,"5568945137","3300",muslim,Mosquée Rahmane,Mosquee,./1.png
-5.0216464,7.6767249,"5568945143","3300",muslim,,Mosquee,./1.png
-5.0193311,7.6794645,"5568945145","3103",christian_evangelical,Centre de Guérison et de Délivrance,Eglise,./0.png
-5.0215325,7.678481,"5568945147","3300",muslim,Mosquée Al Fourquane,Mosquee,./1.png
-5.0166307,7.6773778,"5569112147","3300",muslim,Mosquée Rah-Mah,Mosquee,./1.png
-5.0164215,7.679313,"5569112152","3300",muslim,,Mosquee,./1.png
-5.0180724,7.6817026,"5569112158","3103",christian_evangelical,Mission Évangélique Le Tabernacle Des Sentinelles,Eglise,./0.png
-5.0198883,7.6897806,"5569112162","3300",muslim,,Mosquee,./1.png
-5.0211811,7.6885021,"5569112174","3103",christian_evangelical,Église Évangélique La Maison des Aigles,Eglise,./0.png
-5.0173834,7.6589693,"5575634231","3103",christian_evangelical,Église La Fraternité Chrétienne,Eglise,./0.png
-5.0187063,7.6547087,"5575634232","3103",christian_evangelical,Mission Évangélique Grâce de Vie,Eglise,./0.png
-5.0194685,7.6574012,"5575634233","3301",muslim_sunni,Mosquée de Air France 3,Mosquee,./1.png
-5.0210483,7.6498543,"5575655586","3103",christian_evangelical,Église Évangélique des Assemblées de Dieu,Eglise,./0.png
-5.0223962,7.6494516,"5575655587","3300",muslim,Mosquée Air France 3,Mosquee,./1.png
-5.0230748,7.6504352,"5575655588","3102",christian_catholic,Église Catholique Saint Vincent de Paul,Eglise,./0.png
-5.0253063,7.6501839,"5575655589","3100",christian,Église Méthodiste Unie de Côte d'Ivoire,Eglise,./0.png
-5.0261727,7.6466855,"5575655591","3103",christian_evangelical,Mission Évangélique le Retour de Jésus Christ,Eglise,./0.png
-4.9999018,7.6482473,"5575730390","3103",christian_evangelical,Église Protestant CMA,Eglise,./0.png
-5.0136457,7.6658487,"5575730396","3103",christian_evangelical,Église de Pentecôte Internationale de Côte d'Ivoire,Eglise,./0.png
-5.013577,7.6792492,"5575767379","3100",christian,Le Sanctuaire du Salut,Eglise,./0.png
-5.0134825,7.682833,"5575767381","3300",muslim,,Mosquee,./1.png
-5.017276,7.6837105,"5575767382","3300",muslim,,Mosquee,./1.png
-5.0165597,7.6856686,"5575767385","3103",christian_evangelical,Assemblée de Dieu,Eglise,./0.png
-5.0186974,7.6870322,"5575767386","3300",muslim,Mosquée d'Agouattanoukro,Mosquee,./1.png
-5.0133926,7.6583124,"5576814223","3300",muslim,Mosquée du Cimetière Municipal,Mosquee,./1.png
-5.0006777,7.6644935,"5576814228","3300",muslim,,Mosquee,./1.png
-5.0015527,7.6638289,"5576814229","3103",christian_evangelical,,Eglise,./0.png
-5.002525,7.6617422,"5576814230","3103",christian_evangelical,Église Assemblée de Dieu,Eglise,./0.png
-5.0039707,7.6620147,"5576814233","3103",christian_evangelical,Église du Christianisme Céleste,Eglise,./0.png
-5.0067092,7.6600502,"5576814234","3102",christian_catholic,Association Catholique Notre-Dame des Sources,Eglise,./0.png
-5.0066368,7.6623676,"5576814235","3103",christian_evangelical,Centre Chrétien d'Évangélisation,Eglise,./0.png
-5.0462142,7.7233882,"5578090033","3103",christian_evangelical,Église Évangélique de Tollakouadiokro,Eglise,./0.png
-5.0386718,7.7180285,"5578123317","3300",muslim,,Mosquee,./1.png
-5.0446742,7.6963158,"5578127696","3300",muslim,,Mosquee,./1.png
-5.0435139,7.7008574,"5578127697","3300",muslim,Mosquée la Renaissance,Mosquee,./1.png
-5.0419669,7.7034171,"5578127699","3300",muslim,Mosquée la Renaissance Koko,Mosquee,./1.png
-5.0440684,7.704881,"5578194635","3300",muslim,,Mosquee,./1.png
-5.0403334,7.7067635,"5578194639","3300",muslim,Mosquée de Medline,Mosquee,./1.png
-5.0430532,7.6994819,"5578364912","3300",muslim,Mosquée de Srosrobougou,Mosquee,./1.png
-5.020119,7.6817691,"5578621018","3103",christian_evangelical,Mission Internationale Apostolique Sion,Eglise,./0.png
-5.0207855,7.6820788,"5578621020","3300",muslim,Mosquée El Hadj Kouyaté Zakaria,Mosquee,./1.png
-5.0246707,7.6817212,"5578623621","3102",christian_catholic,Béthel Centre Monseigneur Duirat,Eglise,./0.png
-4.0075835,5.3969467,"5587429522","3102",christian_catholic,Paroisse Coeur Immatriculé de Marie,Eglise,./0.png
-5.01557,7.6958423,"5587985858","3301",muslim_sunni,Mosquée Ishak Bakayoko,Mosquee,./1.png
-5.0298165,7.6816601,"5588141405","3100",christian,Église Universelle du Royaume de Dieu,Eglise,./0.png
-5.0277177,7.7294986,"5588213572","3300",muslim,,Mosquee,./1.png
-5.0285317,7.7291451,"5588213573","3300",muslim,,Mosquee,./1.png
-5.0584833,7.7275724,"5588286407","3102",christian_catholic,Paroisse Saint Paul de Gonfreville,Eglise,./0.png
-5.0208364,7.7305112,"5588334886","3300",muslim,,Mosquee,./1.png
-5.0241322,7.7149473,"5588607591","3300",muslim,,Mosquee,./1.png
-5.0207687,7.7218346,"5588607594","3300",muslim,,Mosquee,./1.png
-5.0169352,7.7301179,"5588707886","3300",muslim,,Mosquee,./1.png
-5.0358508,7.7195774,"5588804394","3300",muslim,Mosquée As Haboul Cahaf,Mosquee,./1.png
-2.9673567,7.2870646,"5591149059","3100",christian,,Eglise,./0.png
-5.0117062,7.6963899,"5591971967","3301",muslim_sunni,Mosquée Takbir,Mosquee,./1.png
-5.0386356,7.6906492,"5592255479","3301",muslim_sunni,,Mosquee,./1.png
-5.0337379,7.6898484,"5592602964","3100",christian,Église Pentecôtiste Internationale de Côte d'Ivoire,Eglise,./0.png
-5.0366278,7.6832904,"5594325942","3103",christian_evangelical,Église de l'Alliance Chrétienne et Missionnaire,Eglise,./0.png
-5.0609623,7.6924401,"5594329740","3103",christian_evangelical,Église Message du Temps de la Fin,Eglise,./0.png
-5.0214547,7.6527519,"5594346131","3103",christian_evangelical,Église Évangélique Bethesda,Eglise,./0.png
-5.0287778,7.6912364,"5594348928","3301",muslim_sunni,,Mosquee,./1.png
-5.0249322,7.6718329,"5594404963","3300",muslim,Zawya Cheick Dao,Mosquee,./1.png
-5.0264159,7.6839505,"5596160872","3100",christian,Winners' Chanel Inti. Bouaké,Eglise,./0.png
-5.0610615,7.6900186,"5596164421","3102",christian_catholic,Mission Catholique Communauté Saint-Viateur Côte d'Ivoire,Eglise,./0.png
-5.0442117,7.6955518,"5596216755","3300",muslim,,Mosquee,./1.png
-5.0563341,7.6913409,"5596216761","3100",christian,Église Dehima,Eglise,./0.png
-5.0387663,7.6997829,"5596301623","3300",muslim,,Mosquee,./1.png
-5.0420735,7.7021376,"5596301632","3103",christian_evangelical,Christian Missionary Alliance,Eglise,./0.png
-5.0258106,7.6957613,"5596858789","3300",muslim,Grande Mosquée de Bouaké,Mosquee,./1.png
-5.2597636,6.830549,"5635714170","3102",christian_catholic,Centre Diocésain,Eglise,./0.png
-6.6640536,4.781826,"5636805221","3102",christian_catholic,Centre d'Animation et Promotion Vocationnelle IMC,Eglise,./0.png
-4.0806546,5.3303231,"5657026781","3300",muslim,,Mosquee,./1.png
-6.3023987,8.6900008,"5681657328","3100",christian,Chapelle catholique de Nahaganmakaha,Eglise,./0.png
-4.5735223,5.6716929,"5709280686","3102",christian_catholic,Paroisse Saint Gabriel,Eglise,./0.png
-4.5723314,5.6681643,"5709280687","3100",christian,Eglise des Assemnblées de Dieu,Eglise,./0.png
-4.0122866,5.3045506,"5739466674","3102",christian_catholic,Saint Jeanne d’Arc de Treichville,Eglise,./0.png
-4.063886,5.3516026,"5739489701","3100",christian,Église de Jésus-Christ des saints des derniers jours,Eglise,./0.png
-4.5729075,5.6654119,"5751691430","3105",christian_methodist,Eglise Méthodiste Unie de Sikensi,Eglise,./0.png
-4.3573292,5.207794,"5757308741","3100",christian,,Eglise,./0.png
-6.6058474,5.7832327,"5772581053","3102",christian_catholic,Paroisse St Martyrs,Eglise,./0.png
-5.0311147,7.6885499,"5806862498","3300",muslim,,Mosquee,./1.png
-5.0474721,7.6765152,"5808793303","3100",christian,Église MEDEC,Eglise,./0.png
-5.0448194,7.6754241,"5808793304","3103",christian_evangelical,Mission Évangélique La Voix de Dieu,Eglise,./0.png
-5.0433254,7.6797848,"5808849198","3103",christian_evangelical,Église Évangélique Parole de Dieu,Eglise,./0.png
-5.0574667,7.7266441,"5809181074","3103",christian_evangelical,Union Missionnaire de la Nouvelle Alliance de Côte d’Ivoire,Eglise,./0.png
-5.0165574,7.6651254,"5809249646","3100",christian,Église Maikari,Eglise,./0.png
-5.047971,7.6802088,"5809254127","3103",christian_evangelical,Mission du Saint Esprit,Eglise,./0.png
-4.0814075,5.3460348,"5832175857","3100",christian,Église de Patmos Dieudonné,Eglise,./0.png
-6.6326248,4.7470439,"5840625101","3100",christian,Ministère Evangélique,Eglise,./0.png
-6.630386,4.7490449,"5840636283","3100",christian,Eglise Pentecote Internationale,Eglise,./0.png
-6.6301821,4.7492519,"5840636284","3100",christian,Ministère Internationale de la Puissance Evangelique,Eglise,./0.png
-6.6393806,4.7464411,"5840671818","3100",christian,Christ Roi,Eglise,./0.png
-6.6380864,4.7468447,"5840671820","3100",christian,Salle Temoins de Jehovah,Eglise,./0.png
-6.6301739,4.7508128,"5840674302","3103",christian_evangelical,Eglise Montagne de feu des miracles,Eglise,./0.png
-6.6302289,4.7523792,"5840674306","3103",christian_evangelical,centre d'evangelisation et de témoignage de CI,Eglise,./0.png
-6.6294457,4.750893,"5840674308","3100",christian,Le ministere internationale la ste nouvelle jerusalem,Eglise,./0.png
-6.6459493,4.7474451,"5840919580","3100",christian,Reveil International,Eglise,./0.png
-6.6482674,4.7472744,"5840919581","3100",christian,,Eglise,./0.png
-6.6483647,4.7468674,"5840919582","3100",christian,Eglise du Charismatique Celeste,Eglise,./0.png
-6.6479322,4.7463255,"5840919583","3100",christian,Restauration Et Vie,Eglise,./0.png
-6.630035,4.7525629,"5841354446","3100",christian,Communauté Evangelique le Roc,Eglise,./0.png
-6.6280109,4.7514522,"5841354451","3100",christian,Mission la Montagne,Eglise,./0.png
